wordid,lemma,N
87665,"munich beer",1
87667,"municipal bond",1
87668,"municipal center",1
87669,"municipal government",1
87670,"municipal note",1
87672,municipally,1
87673,munificence,1
87674,munificent,1
87675,munificently,1
87676,muniments,1
87678,"munitions industry",1
87679,munj,1
87680,munja,1
87681,munjeet,1
87682,munjuk,1
87683,munro,1
87684,muntiacus,1
87685,muntingia,1
87686,"muntingia calabura",1
87687,muntjac,1
87688,"muntz metal",1
87689,muon,1
87690,muraenidae,1
87692,muralist,1
87693,muramidase,1
87695,"murder charge",1
87696,"murder conviction",1
87697,"murder indictment",1
87698,"murder mystery",1
87699,"murder suspect",1
87700,murdered,1
87701,murderee,1
87702,murderer,1
87703,murderess,1
87704,murderous,1
87708,"muriatic acid",1
87709,muridae,1
87710,"muriel sarah spark",1
87711,"muriel spark",1
87712,murillo,1
87714,"murine typhus",1
87715,muritaniya,1
87720,murmansk,1
87722,"murmur vowel",1
87723,murmuration,1
87724,murmurer,1
87726,murmurous,1
87727,muroidea,1
87728,murphy,1
87729,"murphy bed",1
87730,"murphy's law",1
87731,murrain,1
87733,"murray gell-mann",1
87734,"murray river",1
87735,murre,1
87736,murrow,1
87737,murrumbidgee,1
87738,"murrumbidgee river",1
87739,mus,1
87740,"mus musculus",1
87741,"mus rose",1
87742,musa,1
87743,"musa acuminata",1
87744,"musa basjoo",1
87745,"musa ensete",1
87746,"musa paradisiaca",1
87747,"musa paradisiaca sapientum",1
87748,"musa textilis",1
87749,musaceae,1
87750,musales,1
87752,"musca domestica",1
87753,"musca volitans",1
87754,muscadel,1
87755,muscadelle,1
87758,"muscae volitantes",1
87759,muscardinus,1
87760,"muscardinus avellanarius",1
87761,muscari,1
87762,"muscari comosum",1
87763,"muscari neglectum",1
87765,"muscat and oman",1
87766,"muscat grape",1
87768,musci,1
87769,muscicapa,1
87770,"muscicapa grisola",1
87771,"muscicapa striata",1
87772,muscicapidae,1
87773,muscidae,1
87774,muscivora,1
87775,muscivora-forficata,1
87777,"muscle builder",1
87778,"muscle building",1
87779,"muscle cell",1
87780,"muscle contraction",1
87781,"muscle fiber",1
87782,"muscle fibre",1
87783,"muscle into",1
87784,"muscle memory",1
87785,"muscle relaxant",1
87786,"muscle sense",1
87787,"muscle spasm",1
87788,"muscle system",1
87789,"muscle tone",1
87790,muscle-bound,1
87791,muscle-builder,1
87792,musclebuilder,1
87793,musclebuilding,1
87795,muscoidea,1
87797,muscovy,1
87798,"muscovy duck",1
87800,"muscular contraction",1
87801,"muscular dystrophy",1
87802,"muscular structure",1
87803,"muscular tissue",1
87804,"muscular tonus",1
87806,musculature,1
87807,"musculophrenic artery",1
87808,"musculophrenic vein",1
87809,musculoskeletal,1
87810,"musculoskeletal system",1
87811,"musculospiral nerve",1
87812,musculus,1
87813,"musculus abductor digiti minimi manus",1
87814,"musculus abductor digiti minimi pedis",1
87815,"musculus abductor hallucis",1
87816,"musculus abductor pollicis",1
87817,"musculus adductor brevis",1
87818,"musculus adductor hallucis",1
87819,"musculus adductor longus",1
87820,"musculus adductor magnus",1
87821,"musculus anconeus",1
87822,"musculus articularis cubiti",1
87823,"musculus articularis genus",1
87824,"musculus biceps brachii",1
87825,"musculus biceps femoris",1
87826,"musculus buccinator",1
87827,"musculus deltoideus",1
87828,"musculus intercostalis",1
87829,"musculus obliquus externus abdominis",1
87830,"musculus pectoralis",1
87831,"musculus pectoralis major",1
87832,"musculus pectoralis minor",1
87833,"musculus quadriceps femoris",1
87834,"musculus rhomboideus major",1
87835,"musculus rhomboideus minor",1
87836,"musculus sartorius",1
87837,"musculus scalenus",1
87838,"musculus serratus anterior",1
87839,"musculus serratus posterior",1
87840,"musculus sphincter ani",1
87841,"musculus sphincter ani externus",1
87842,"musculus sphincter ani internus",1
87843,"musculus sphincter ductus choledochi",1
87844,"musculus sphincter ductus pancreatici",1
87845,"musculus sphincter pupillae",1
87846,"musculus sphincter pylori",1
87847,"musculus sphincter urethrae",1
87848,"musculus sphincter vesicae",1
87849,"musculus sternocleidomastoideus",1
87850,"musculus temporalis",1
87851,"musculus teres major",1
87852,"musculus teres minor",1
87853,"musculus tibialis",1
87854,"musculus transversalis abdominis",1
87855,"musculus trapezius",1
87856,"musculus triceps brachii",1
87857,musd,1
87859,muser,1
87860,musette,1
87861,"musette pipe",1
87862,museum,1
87863,musgoi,1
87864,musgu,1
87866,musher,1
87869,"mushroom anchor",1
87870,"mushroom cloud",1
87871,"mushroom coral",1
87872,"mushroom pimple",1
87873,"mushroom poisoning",1
87874,"mushroom sauce",1
87875,"mushroom wine sauce",1
87876,"mushroom-shaped cloud",1
87878,"mushy peas",1
87879,musial,1
87881,"music box",1
87882,"music critic",1
87883,"music department",1
87884,"music director",1
87885,"music genre",1
87887,"music lesson",1
87888,"music lover",1
87889,"music of the spheres",1
87890,"music paper",1
87891,"music rack",1
87893,"music stand",1
87894,"music stool",1
87895,"music teacher",1
87897,"musical accompaniment",1
87898,"musical arrangement",1
87899,"musical box",1
87901,"musical comedy",1
87902,"musical composition",1
87903,"musical drama",1
87904,"musical genre",1
87905,"musical group",1
87906,"musical harmony",1
87907,"musical instrument",1
87908,"musical instrument digital interface",1
87909,"musical interval",1
87910,"musical mode",1
87911,"musical notation",1
87912,"musical note",1
87913,"musical octave",1
87914,"musical organisation",1
87915,"musical organization",1
87916,"musical passage",1
87917,"musical perception",1
87918,"musical performance",1
87919,"musical phrase",1
87920,"musical rhythm",1
87921,"musical scale",1
87922,"musical score",1
87923,"musical soiree",1
87924,"musical style",1
87925,"musical theater",1
87926,"musical theme",1
87927,"musical time",1
87928,"musical time signature",1
87929,musicality,1
87930,musically,1
87931,musicalness,1
87933,musicianship,1
87934,"musicogenic epilepsy",1
87935,musicological,1
87936,musicologically,1
87937,musicologist,1
87938,musicology,1
87940,musingly,1
87941,musjid,1
87943,"musk clover",1
87944,"musk deer",1
87945,"musk duck",1
87946,"musk hog",1
87947,"musk kangaroo",1
87949,"musk ox",1
87950,"musk rose",1
87951,"musk sheep",1
87952,"musk thistle",1
87953,"musk turtle",1
87954,musk-scented,1
87955,muskat,1
87957,musket,1
87958,"musket ball",1
87959,musketeer,1
87962,"muskhogean language",1
87963,muskiness,1
87966,"muskogean language",1
87969,"muskrat fur",1
87970,"muskus grass",1
87971,muskwood,1
87972,musky,1
87973,musky-scented,1
87975,"muslim calendar",1
87976,"muslim ummah",1
87977,muslimah,1
87979,muslin,1
87980,musnud,1
87981,musophaga,1
87982,musophagidae,1
87983,musophobia,1
87984,musquash,1
87987,"mussel shrimp",1
87988,musset,1
87989,mussiness,1
87990,mussitate,1
87991,mussitation,1
87992,mussolini,1
87993,mussorgsky,1
87994,mussy,1
87996,mustache,1
87997,"mustache cup",1
87998,mustached,1
87999,mustachio,1
88000,mustachioed,1
88001,"mustafa kemal",1
88002,mustagh,1
88003,"mustagh range",1
88004,mustang,1
88005,"mustang mint",1
88007,"mustard agent",1
88008,"mustard family",1
88009,"mustard gas",1
88010,"mustard greens",1
88011,"mustard oil",1
88012,"mustard plaster",1
88013,"mustard sauce",1
88014,"mustard seed",1
88016,mustela,1
88017,"mustela erminea",1
88018,"mustela frenata",1
88019,"mustela nigripes",1
88020,"mustela nivalis",1
88021,"mustela putorius",1
88022,"mustela rixosa",1
88023,"mustela vison",1
88024,mustelid,1
88025,mustelidae,1
88026,musteline,1
88027,"musteline mammal",1
88028,mustelus,1
88029,"mustelus canis",1
88030,"mustelus mustelus",1
88031,"mustelus norrisi",1
88033,"muster call",1
88034,"muster in",1
88035,"muster out",1
88036,"muster roll",1
88037,"muster up",1
88038,musth,1
88039,mustiness,1
88041,mutability,1
88043,mutableness,1
88044,mutafacient,1
88045,mutagen,1
88046,mutagenesis,1
88047,mutagenic,1
88048,mutamycin,1
88050,"mutant gene",1
88051,mutate,1
88053,mutational,1
88054,"mutatis mutandis",1
88055,mutative,1
88056,mutawa,1
88057,mutawa'een,1
88058,mutchkin,1
88060,"mute swan",1
88062,mutely,1
88065,mutilated,1
88067,mutilator,1
88068,mutillidae,1
88069,mutineer,1
88071,mutinus,1
88072,"mutinus caninus",1
88074,mutisia,1
88075,mutism,1
88076,muton,1
88077,mutsuhito,1
88078,mutt,1
88080,mutterer,1
88082,mutton,1
88084,"mutton quad",1
88085,"mutton snapper",1
88086,"mutton tallow",1
88087,muttonfish,1
88088,muttonhead,1
88090,"mutual affection",1
88091,"mutual aid",1
88092,"mutual exclusiveness",1
88094,"mutual fund company",1
88095,"mutual inductance",1
88096,"mutual induction",1
88097,"mutual opposition",1
88098,"mutual resemblance",1
88099,"mutual savings bank",1
88100,"mutual understanding",1
88101,mutualism,1
88102,mutualist,1
88104,mutually,1
88105,"mutually beneficial",1
88106,"mutually exclusive",1
88107,mutualness,1
88108,muumuu,1
88109,muybridge,1
88110,muzhik,1
88111,muzjik,1
88112,muztag,1
88113,muztagh,1
88115,"muzzle loader",1
88116,"muzzle velocity",1
88117,muzzle-loading,1
88118,muzzler,1
88121,mvp,1
88122,mwanza,1
88123,mwera,1
88124,mx,1
88125,mya,1
88126,"mya arenaria",1
88127,myaceae,1
88128,myacidae,1
88129,myadestes,1
88130,myalgia,1
88131,myalgic,1
88132,myanmar,1
88133,"myanmar monetary unit",1
88135,"myasthenia gravis",1
88136,"myasthenic syndrome",1
88137,"mycelia sterilia",1
88138,mycelium,1
88139,mycenae,1
88140,mycenaean,1
88141,"mycenaean civilisation",1
88142,"mycenaean civilization",1
88143,"mycenaean culture",1
88144,mycenaen,1
88145,mycetophilidae,1
88146,mycobacteria,1
88147,mycobacteriaceae,1
88148,mycobacterium,1
88149,"mycobacterium leprae",1
88150,"mycobacterium tuberculosis",1
88151,mycologist,1
88152,mycology,1
88153,mycomycin,1
88154,mycophage,1
88155,mycophagist,1
88156,mycophagy,1
88157,mycoplasma,1
88158,"mycoplasmal pneumonia",1
88159,mycoplasmataceae,1
88160,mycoplasmatales,1
88161,mycosis,1
88162,mycostatin,1
88163,mycotoxin,1
88164,mycrosporidia,1
88165,mycteria,1
88166,"mycteria americana",1
88167,mycteroperca,1
88168,"mycteroperca bonaci",1
88169,myctophidae,1
88170,mydriasis,1
88171,mydriatic,1
88172,"mydriatic drug",1
88173,myelatelia,1
88174,myelencephalon,1
88175,myelic,1
88176,myelin,1
88177,"myelin sheath",1
88178,myelinated,1
88179,"myelinated nerve fiber",1
88180,myeline,1
88181,myelinic,1
88182,myelinisation,1
88183,myelinization,1
88184,myelitis,1
88185,myeloblast,1
88186,"myeloblastic leukemia",1
88187,myelocyte,1
88188,"myelocytic leukemia",1
88189,myelofibrosis,1
88190,myelogram,1
88191,myelography,1
88193,"myeloid leukemia",1
88194,myeloma,1
88195,myelomeningocele,1
88196,"myenteric plexus",1
88197,myg,1
88198,myiasis,1
88199,mylanta,1
88200,mylar,1
88201,"myles standish",1
88202,myliobatidae,1
88203,mylitta,1
88204,mylodon,1
88205,mylodontid,1
88206,mylodontidae,1
88207,mym,1
88208,myna,1
88209,"myna bird",1
88210,mynah,1
88211,"mynah bird",1
88212,myocardial,1
88213,"myocardial infarct",1
88214,"myocardial infarction",1
88215,"myocardial inflammation",1
88216,myocardiopathy,1
88217,myocarditis,1
88218,myocardium,1
88219,myocastor,1
88220,"myocastor coypus",1
88221,myoclonus,1
88222,"myoclonus epilepsy",1
88223,myodynia,1
88224,myofibril,1
88225,myofibrilla,1
88226,myoglobin,1
88227,myoglobinuria,1
88228,myogram,1
88229,myoid,1
88230,myology,1
88231,myoma,1
88232,myometritis,1
88233,myometrium,1
88234,myomorpha,1
88235,myonecrosis,1
88236,"myoneural junction",1
88237,myopathic,1
88238,myopathy,1
88239,myope,1
88240,myopia,1
88242,myopus,1
88243,myosarcoma,1
88244,myosin,1
88246,myositis,1
88247,"myositis trichinosa",1
88248,myosotis,1
88249,"myosotis scorpiodes",1
88250,"myosotis sylvatica",1
88251,"myotactic reflex",1
88253,"myotic drug",1
88254,myotis,1
88255,"myotis leucifugus",1
88256,"myotis velifer",1
88257,myotomy,1
88258,myotonia,1
88259,"myotonia atrophica",1
88260,"myotonia congenita",1
88261,myotonic,1
88262,"myotonic dystrophy",1
88263,"myotonic muscular dystrophy",1
88264,myrcia,1
88265,myrciaria,1
88266,"myrciaria cauliflora",1
88267,myrdal,1
88269,myriagram,1
88270,myriameter,1
88271,myriametre,1
88272,myriapod,1
88273,myriapoda,1
88274,myrica,1
88275,"myrica cerifera",1
88276,"myrica gale",1
88277,"myrica pensylvanica",1
88278,myricaceae,1
88279,myricales,1
88280,myricaria,1
88281,"myricaria germanica",1
88282,myringa,1
88283,myringectomy,1
88284,myringoplasty,1
88285,myringotomy,1
88286,myriophyllum,1
88287,"myristic acid",1
88288,myristica,1
88289,"myristica fragrans",1
88290,myristicaceae,1
88291,myrmecia,1
88292,myrmecobius,1
88293,"myrmecobius fasciatus",1
88294,myrmecophaga,1
88295,"myrmecophaga jubata",1
88296,myrmecophagidae,1
88297,myrmecophagous,1
88298,myrmecophile,1
88299,myrmecophilous,1
88300,myrmecophyte,1
88301,myrmecophytic,1
88302,myrmeleon,1
88303,myrmeleontidae,1
88305,myrobalan,1
88306,"myrobalan plum",1
88307,myroxylon,1
88308,"myroxylon balsamum",1
88309,"myroxylon balsamum pereirae",1
88310,"myroxylon pereirae",1
88311,"myroxylon toluiferum",1
88312,myrrh,1
88313,"myrrh tree",1
88314,myrrhis,1
88315,"myrrhis odorata",1
88316,myrsinaceae,1
88317,myrsine,1
88318,"myrsine family",1
88319,myrtaceae,1
88320,"myrtaceous tree",1
88321,myrtales,1
88322,myrtillocactus,1
88323,"myrtillocactus geometrizans",1
88325,"myrtle beech",1
88326,"myrtle bird",1
88327,"myrtle family",1
88328,"myrtle flag",1
88329,"myrtle oak",1
88330,"myrtle spurge",1
88331,"myrtle warbler",1
88332,myrtus,1
88333,"myrtus communis",1
88334,mysidacea,1
88335,mysidae,1
88336,mysis,1
88337,mysoandry,1
88338,mysoline,1
88339,mysophilia,1
88340,mysophobia,1
88341,mysophobic,1
88343,"mysore thorn",1
88345,mysteriously,1
88347,"mystery novel",1
88348,"mystery play",1
88349,"mystery story",1
88351,"mystic jewel",1
88353,mystically,1
88354,mysticeti,1
88357,mystified,1
88358,mystifier,1
88360,mystifying,1
88361,mystique,1
88362,myth,1
88364,mythical,1
88365,"mythical being",1
88366,"mythical creature",1
88367,"mythical monster",1
88368,"mythical place",1
88371,mythologic,1
88372,mythological,1
88373,mythologisation,1
88375,mythologist,1
88376,mythologization,1
88379,mytilene,1
88380,mytilid,1
88381,mytilidae,1
88382,mytilus,1
88383,"mytilus edulis",1
88384,myxedema,1
88385,myxine,1
88386,"myxine glutinosa",1
88387,myxinidae,1
88388,myxiniformes,1
88389,myxinikela,1
88390,"myxinikela siroka",1
88391,myxinoidea,1
88392,myxinoidei,1
88393,myxobacter,1
88394,myxobacterales,1
88395,myxobacteria,1
88396,myxobacteriaceae,1
88397,myxobacteriales,1
88398,myxobacterium,1
88399,myxocephalus,1
88400,"myxocephalus aenaeus",1
88401,myxoedema,1
88402,myxoma,1
88403,"myxoma virus",1
88404,myxomatosis,1
88405,myxomycete,1
88406,myxomycetes,1
88407,myxomycota,1
88408,myxophyceae,1
88409,myxosporidia,1
88410,myxosporidian,1
88411,myxovirus,1
88413,n'djamena,1
88414,n-th,1
88415,"n-type semiconductor",1
88416,"n. y. stock exchange",1
88417,n.b.,1
88418,n.c.,1
88419,n.d.,1
88420,n.h.,1
88421,n.j.,1
88422,n.m.,1
88423,n.y.,1
88424,na,1
88425,na-dene,1
88426,naan,1
88428,nabalus,1
88429,"nabalus alba",1
88430,"nabalus serpentarius",1
88431,nablus,1
88433,nabokov,1
88434,naboom,1
88435,"nabothian cyst",1
88436,"nabothian follicle",1
88437,"nabothian gland",1
88438,nabu,1
88439,nabumetone,1
88440,nac,1
88441,nacelle,1
88442,nacho,1
88443,nacimiento,1
88444,nacre,1
88446,"nacreous cloud",1
88447,nad,1
88448,nada,1
88449,"nada daiquiri",1
88450,"nadine gordimer",1
88452,nadolol,1
88453,nadp,1
88454,"naegele's rule",1
88455,naemorhedus,1
88456,"naemorhedus goral",1
88457,nafcil,1
88458,nafcillin,1
88459,nafta,1
88460,nafud,1
88463,"nag hammadi library",1
88464,naga,1
88465,nagami,1
88466,"nagami kumquat",1
88467,nagano,1
88468,nagari,1
88469,"nagari script",1
88470,nagasaki,1
88471,nageia,1
88472,"nageia nagi",1
88473,nagger,1
88474,nagging,1
88475,nagi,1
88476,nagoya,1
88477,"naha city",1
88481,"naiad family",1
88482,naiadaceae,1
88483,naiadales,1
88484,naiant,1
88485,naias,1
88487,naiki,1
88490,"nail enamel",1
88491,"nail hole",1
88492,"nail polish",1
88493,"nail pulling",1
88494,"nail removal",1
88495,"nail varnish",1
88496,nail-biting,1
88497,"nail-tailed kangaroo",1
88498,"nail-tailed wallaby",1
88499,nailbrush,1
88500,nailer,1
88501,nailfile,1
88503,nailrod,1
88504,nainsook,1
88505,naira,1
88506,nairobi,1
88507,naismith,1
88509,"naive art",1
88510,"naive realism",1
88511,naively,1
88512,naiveness,1
88513,naivete,1
88514,naivety,1
88515,naja,1
88516,"naja haje",1
88517,"naja hannah",1
88518,"naja naja",1
88519,"naja nigricollis",1
88520,najadaceae,1
88521,najas,1
88522,najd,1
88524,"naked as a jaybird",1
88525,"naked as the day one was born",1
88526,"naked as the day you were born",1
88527,"naked eye",1
88529,"naked mole rat",1
88530,"naked option",1
88531,naked-muzzled,1
88532,naked-tailed,1
88536,nakuru,1
88537,nalchik,1
88538,nalfon,1
88539,"nalidixic acid",1
88540,nalline,1
88541,nalorphine,1
88542,naloxone,1
88543,naltrexone,1
88546,"name and address",1
88547,"name calling",1
88548,"name day",1
88549,"name dropper",1
88550,"name part",1
88551,"name tag",1
88552,name-dropping,1
88553,namedrop,1
88554,nameko,1
88555,nameless,1
88556,namelessness,1
88557,namely,1
88558,nameplate,1
88559,namer,1
88560,names,1
88561,namesake,1
88562,"namib desert",1
88563,namibia,1
88566,nammad,1
88567,nammu,1
88568,namoi,1
88569,"namoi river",1
88570,nampa,1
88571,namtar,1
88572,namtaru,1
88573,namur,1
88575,"nan ling",1
88576,"nan river",1
88577,nan-chang,1
88578,nan-ning,1
88579,nanaimo,1
88580,nanak,1
88581,nance,1
88582,nancere,1
88583,nanchang,1
88584,nancy,1
88585,"nancy freeman mitford",1
88586,"nancy mitford",1
88587,"nancy witcher astor",1
88588,"nand circuit",1
88589,"nand gate",1
88590,"nanda devi",1
88591,nandrolone,1
88592,nandu,1
88593,"nanga parbat",1
88594,nanism,1
88595,nanjing,1
88596,nankeen,1
88597,nanking,1
88599,nanning,1
88601,nanny-goat,1
88602,nanocephalic,1
88603,nanocephaly,1
88604,nanogram,1
88605,nanometer,1
88606,nanometre,1
88607,nanomia,1
88608,nanophthalmos,1
88609,nanosecond,1
88610,nanotechnology,1
88611,nanotube,1
88612,nanovolt,1
88613,nansen,1
88614,nantes,1
88616,nantua,1
88617,nantucket,1
88618,nanus,1
88619,naomi,1
88621,napa,1
88622,napaea,1
88623,"napaea dioica",1
88624,napalm,1
88625,nape,1
88626,napery,1
88627,naphazoline,1
88628,naphtha,1
88629,naphthalene,1
88630,"naphthalene poisoning",1
88631,naphthol,1
88632,naphthoquinone,1
88633,napier,1
88634,"napier's bones",1
88635,"napier's rods",1
88636,"napierian logarithm",1
88638,"napkin ring",1
88639,naples,1
88640,"naples garlic",1
88642,"napoleon bonaparte",1
88643,"napoleon i",1
88644,"napoleon iii",1
88645,napoleonic,1
88646,"napoleonic wars",1
88647,napoli,1
88648,napped,1
88649,napping,1
88651,naprapath,1
88652,naprapathy,1
88653,naprosyn,1
88654,naproxen,1
88655,"naproxen sodium",1
88656,napu,1
88657,naqua,1
88658,nara,1
88659,naranjilla,1
88660,narc,1
88661,narcan,1
88662,narcism,1
88663,narcissism,1
88664,narcissist,1
88665,narcissistic,1
88666,"narcissistic personality",1
88668,"narcissus jonquilla",1
88669,"narcissus papyraceus",1
88670,"narcissus pseudonarcissus",1
88671,narcist,1
88672,narco-state,1
88673,narcolepsy,1
88675,narcosis,1
88676,narcoterrorism,1
88678,"narcotic antagonist",1
88679,"narcotics agent",1
88680,narcotise,1
88681,narcotised,1
88682,narcotising,1
88683,narcotize,1
88684,narcotized,1
88685,narcotizing,1
88686,narcotraffic,1
88687,nard,1
88688,nardil,1
88689,nardo,1
88690,nardoo,1
88691,"nares deep",1
88692,narghile,1
88693,nargileh,1
88694,narial,1
88695,naris,1
88697,"narragansett bay",1
88701,narrator,1
88703,"narrow beech fern",1
88704,"narrow boat",1
88706,"narrow escape",1
88707,"narrow gauge",1
88708,"narrow goldenrod",1
88709,"narrow margin",1
88710,"narrow wale",1
88711,narrow-bodied,1
88712,narrow-body,1
88713,"narrow-body aircraft",1
88714,"narrow-leaf cattail",1
88715,"narrow-leaf penstemon",1
88716,"narrow-leaved bottletree",1
88717,"narrow-leaved everlasting pea",1
88718,"narrow-leaved flame flower",1
88719,"narrow-leaved plantain",1
88720,"narrow-leaved reedmace",1
88721,"narrow-leaved spleenwort",1
88722,"narrow-leaved strap fern",1
88723,"narrow-leaved water plantain",1
88724,"narrow-leaved white-topped aster",1
88726,narrow-mindedly,1
88727,narrow-mindedness,1
88728,narrow-mouthed,1
88729,narrowboat,1
88730,"narrowbody aircraft",1
88732,"narrowhead morel",1
88734,narrowly,1
88736,narthecium,1
88737,"narthecium americanum",1
88738,"narthecium ossifragum",1
88740,narwal,1
88741,narwhal,1
88742,narwhale,1
88743,nary,1
88744,nasa,1
88746,"nasal bone",1
88747,"nasal canthus",1
88748,"nasal cavity",1
88749,"nasal concha",1
88750,"nasal consonant",1
88751,"nasal decongestant",1
88752,"nasal meatus",1
88753,"nasal septum",1
88754,"nasal sinus",1
88755,"nasal twang",1
88756,nasale,1
88757,nasalis,1
88758,"nasalis larvatus",1
88759,nasalisation,1
88761,nasality,1
88762,nasalization,1
88764,nasally,1
88765,nascence,1
88766,nascency,1
88767,nascent,1
88768,nasdaq,1
88770,nash,1
88771,"nash equilibrium",1
88772,nashville,1
88773,nasion,1
88774,"nasofrontal vein",1
88775,"nasogastric feeding",1
88776,"nasolacrimal duct",1
88777,nasopharyngeal,1
88778,"nasopharyngeal leishmaniasis",1
88779,nasopharynx,1
88780,"nasotracheal tube",1
88781,nassau,1
88783,nast,1
88784,nastily,1
88787,"nasturtium amphibium",1
88788,"nasturtium family",1
88789,"nasturtium officinale",1
88791,nasua,1
88792,"nasua narica",1
88793,"nat turner",1
88795,"natal day",1
88797,"natalie wood",1
88798,natality,1
88799,natantia,1
88800,natation,1
88801,natator,1
88802,natatorium,1
88803,natchez,1
88804,nates,1
88805,"nathan bailey",1
88806,"nathan birnbaum",1
88807,"nathan hale",1
88808,"nathaniel bailey",1
88809,"nathaniel bowditch",1
88810,"nathaniel currier",1
88811,"nathaniel hawthorne",1
88812,naticidae,1
88814,"nation of islam",1
88816,"national academy of sciences",1
88817,"national aeronautics and space administration",1
88818,"national anthem",1
88819,"national archives and records administration",1
88820,"national assistance",1
88821,"national association of realtors",1
88822,"national association of securities dealers automated quotations",1
88823,"national bank",1
88824,"national baseball hall of fame",1
88825,"national capital",1
88826,"national censorship",1
88827,"national climatic data center",1
88828,"national debt",1
88829,"national debt ceiling",1
88830,"national flag",1
88831,"national geospatial-intelligence agency",1
88832,"national guard",1
88833,"national guard bureau",1
88834,"national holiday",1
88835,"national income",1
88836,"national institute of justice",1
88837,"national institute of standards and technology",1
88838,"national institutes of health",1
88839,"national insurance",1
88840,"national intelligence community",1
88841,"national labor relations board",1
88842,"national leader",1
88844,"national liberation front of corsica",1
88845,"national library of medicine",1
88846,"national monument",1
88847,"national oceanic and atmospheric administration",1
88848,"national park",1
88849,"national park service",1
88850,"national reconnaissance office",1
88851,"national rifle association",1
88852,"national science foundation",1
88853,"national security agency",1
88854,"national security council",1
88855,"national service",1
88856,"national socialism",1
88857,"national socialist",1
88858,"national socialist german workers' party",1
88859,"national technical information service",1
88860,"national trading policy",1
88861,"national trust",1
88862,"national volunteers association",1
88863,"national weather service",1
88868,"nationalist china",1
88869,"nationalist leader",1
88875,nationhood,1
88878,"native alaskan",1
88880,"native australian",1
88881,"native bear",1
88882,"native beech",1
88883,"native cat",1
88884,"native cranberry",1
88885,"native fuchsia",1
88886,"native hawaiian",1
88887,"native holly",1
88888,"native land",1
88889,"native language",1
88890,"native orange",1
88891,"native peach",1
88892,"native pear",1
88893,"native pomegranate",1
88894,"native speaker",1
88895,"native sulfur",1
88896,"native sulphur",1
88897,native-born,1
88898,nativeness,1
88903,nato,1
88904,natriuresis,1
88905,natriuretic,1
88906,natrix,1
88907,"natrix maura",1
88908,"natrix natrix",1
88909,"natrix sipedon",1
88910,natrolite,1
88911,natta,1
88912,natter,1
88913,natterjack,1
88914,nattily,1
88915,nattiness,1
88916,natty,1
88918,"natural ability",1
88919,"natural action",1
88920,"natural childbirth",1
88921,"natural covering",1
88922,"natural depression",1
88923,"natural elevation",1
88924,"natural enclosure",1
88925,"natural endowment",1
88926,"natural event",1
88927,"natural family planning",1
88928,"natural fiber",1
88929,"natural fibre",1
88930,"natural gas",1
88931,"natural glass",1
88932,"natural history",1
88933,"natural immunity",1
88934,"natural language",1
88935,"natural language processing",1
88936,"natural language processing application",1
88937,"natural language processor",1
88938,"natural law",1
88939,"natural logarithm",1
88940,"natural number",1
88941,"natural object",1
88942,"natural order",1
88943,"natural phenomenon",1
88944,"natural philosophy",1
88945,"natural process",1
88946,"natural resin",1
88947,"natural resource",1
88948,"natural resources",1
88949,"natural rubber",1
88950,"natural science",1
88951,"natural scientist",1
88952,"natural selection",1
88953,"natural shape",1
88954,"natural spring",1
88955,"natural state",1
88956,"natural theology",1
88957,"natural virtue",1
88960,naturalised,1
88963,naturalistic,1
88968,"naturally occurring",1
88971,"nature study",1
88972,"nature worship",1
88973,naturism,1
88974,naturist,1
88975,naturistic,1
88976,naturopath,1
88977,naturopathy,1
88978,nauch,1
88979,nauclea,1
88980,"nauclea diderrichii",1
88981,naucrates,1
88982,"naucrates ductor",1
88984,naughtily,1
88985,naughtiness,1
88987,naumachia,1
88988,naumachy,1
88989,naupathia,1
88991,"nauru island",1
88994,nauseant,1
88996,nauseated,1
88997,nauseating,1
88998,nauseatingness,1
89001,nautch,1
89002,"nautch dance",1
89003,"nautch girl",1
89004,nautical,1
89005,"nautical chain",1
89006,"nautical linear unit",1
89008,"nautical signal flag",1
89009,nautilidae,1
89013,naval,1
89014,"naval academy",1
89015,"naval air warfare center weapons division",1
89016,"naval attache",1
89017,"naval battle",1
89018,"naval blockade",1
89019,"naval brass",1
89020,"naval campaign",1
89021,"naval chart",1
89022,"naval commander",1
89023,"naval division",1
89024,"naval engineer",1
89025,"naval engineering",1
89026,"naval equipment",1
89027,"naval forces",1
89028,"naval gun",1
89029,"naval installation",1
89030,"naval missile",1
89031,"naval officer",1
89032,"naval radar",1
89033,"naval research laboratory",1
89034,"naval shipyard",1
89035,"naval special warfare",1
89036,"naval surface warfare center",1
89037,"naval tactical data system",1
89038,"naval underwater warfare center",1
89039,"naval unit",1
89040,"naval weaponry",1
89041,navane,1
89042,navarino,1
89043,nave,1
89045,"navel orange",1
89046,"navel point",1
89047,navel-gazing,1
89049,navigability,1
89050,navigable,1
89053,"navigation light",1
89054,navigational,1
89055,"navigational chart",1
89056,"navigational instrument",1
89057,"navigational system",1
89059,navratilova,1
89060,navvy,1
89062,"navy base",1
89063,"navy bean",1
89064,"navy blue",1
89065,"navy cross",1
89066,"navy department",1
89067,"navy man",1
89068,"navy seal",1
89069,"navy secretary",1
89070,"navy yard",1
89071,nawab,1
89072,nawcwpns,1
89074,naysayer,1
89075,naysaying,1
