wordid,lemma,N
77002,lessened,2
77005,lesser,2
77035,lessing,2
77041,"let alone",2
77042,"let down",2
77045,"let go",2
77047,"let in",2
77049,"let loose",2
77054,"let up",2
77069,"letter bomb",2
77081,"letter paper",2
77094,letters,2
77106,leu,2
77159,levantine,2
77184,leviathan,2
77189,levitate,2
77195,levity,2
77203,lewd,2
77213,lewiston,2
77215,lexical,2
77236,lexicon,2
77259,lhasa,2
77269,liaison,2
77293,liberalise,2
77294,liberalism,2
77297,liberality,2
77299,liberalize,2
77300,liberally,2
77301,liberalness,2
77303,liberated,2
77309,liberian,2
77313,libertarian,2
77315,libertine,2
77345,librate,2
77353,libyan,2
77377,licentiousness,2
77380,lichee,2
77381,lichen,2
77391,licit,2
77398,licking,2
77399,licorice,2
77405,lidded,2
77417,"lie in",2
77419,"lie low",2
77426,liechtensteiner,2
77435,lien,2
77451,"life belt",2
77454,"life cycle",2
77460,"life history",2
77478,"life support",2
77489,"life-support system",2
77493,lifeblood,2
77499,lifelessness,2
77500,lifelike,2
77504,lifesaver,2
77517,"lift up",2
77519,lifter,2
77524,ligament,2
77576,light-armed,2
77588,light-headed,2
77600,lighted,2
77603,lightening,2
77607,lighterage,2
77609,lightheaded,2
77610,lightheadedness,2
77621,lightless,2
77628,lightning,2
77633,"lightning rod",2
77635,lights-out,2
77637,lightsome,2
77638,lightsomely,2
77650,"lignum vitae",2
77665,likable,2
77673,"like hell",2
77681,likeable,2
77687,likeness,2
77692,lilac,2
77736,lilt,2
77748,lily-white,2
77765,"limber up",2
77778,"lime tree",2
77782,limelight,2
77789,limerick,2
77812,limn,2
77838,limpet,2
77840,limpidity,2
77853,linage,2
77861,linchpin,2
77874,linden,2
77882,lindsay,2
77886,"line backer",2
77892,"line engraving",2
77898,"line of business",2
77901,"line of defence",2
77902,"line of defense",2
77903,"line of descent",2
77917,"line of march",2
77953,lineal,2
77955,lineament,2
77973,lineation,2
77974,linebacker,2
77976,linecut,2
77987,linesman,2
77994,lingcod,2
78003,lingonberry,2
78014,linguist,2
78015,linguistic,2
78022,"linguistic process",2
78030,linguistically,2
78031,linguistics,2
78061,linnet,2
78063,linocut,2
78077,lint,2
78095,lion-hunter,2
78130,liparis,2
78172,lippi,2
78175,lippmann,2
78184,liquefied,2
78213,liquidator,2
78218,liquidize,2
78220,liquidness,2
78223,liquify,2
78228,liquorice,2
78240,lisle,2
78258,"listen in",2
78273,listing,2
78274,listless,2
78276,listlessness,2
78282,litany,2
78285,litchi,2
78296,literalism,2
78298,literally,2
78305,"literary criticism",2
78324,lithic,2
78337,lithography,2
78363,litigate,2
78366,litigious,2
78370,"litmus test",2
78390,"little bighorn",2
78397,"little by little",2
78445,littleneck,2
78446,"littleneck clam",2
78449,littoral,2
78458,liturgy,2
78471,"live out",2
78487,liveliness,2
78488,livelong,2
78505,liverish,2
78509,liverpudlian,2
78519,lividity,2
78529,"living rock",2
78552,livonian,2
78556,lizard,2
78586,"loaded down",2
78587,loader,2
78593,loadstar,2
78598,loafer,2
78607,"loan office",2
78613,loaner,2
78619,loath,2
78624,loathsome,2
78631,lobate,2
78667,lobster,2
78703,localisation,2
78707,localised,2
78708,localism,2
78710,localization,2
78714,localized,2
78715,locally,2
78719,locating,2
78724,loch,2
78734,"lock in",2
78737,"lock up",2
78759,lockstep,2
78761,lockup,2
78766,locomotion,2
78767,locomotive,2
78772,locoweed,2
78791,lodestar,2
78795,lodgement,2
78802,lodgment,2
78816,loftiness,2
78830,loganberry,2
78838,loge,2
78840,loggerhead,2
78853,"logic programing",2
78854,"logic programming",2
78870,logically,2
78883,logjam,2
78898,logrolling,2
78900,logwood,2
78904,loin,2
78907,loins,2
78924,loll,2
78926,lollipop,2
78930,lolly,2
78951,london,2
78961,lonesome,2
78973,"long haul",2
78981,"long jump",2
78985,"long pepper",2
78990,"long shot",2
78993,"long suit",2
79012,long-distance,2
79033,"long-neck clam",2
79036,long-range,2
79047,long-suffering,2
79060,longanberry,2
79070,longer,2
79072,longevity,2
79075,longhand,2
79088,longness,2
79092,longsighted,2
79098,longways,2
79122,loofah,2
79127,"look at",2
79129,"look back",2
79132,"look for",2
79134,"look into",2
79136,"look on",2
79137,"look out",2
79141,"look to",2
79145,look-alike,2
79149,looker,2
79165,loony,2
79175,loophole,2
79178,loopy,2
79185,"loose smut",2
79199,loosening,2
79200,loosestrife,2
79206,lop,2
79227,lopsided,2
79234,loquat,2
79258,"lord's supper",2
79261,lordliness,2
79262,lordly,2
79269,lordship,2
79296,lorry,2
79321,lota,2
79324,loth,2
79330,lotion,2
79331,lots,2
79333,lottery,2
79355,louden,2
79358,loudness,2
79362,lough,2
79446,lousiness,2
79454,louvre,2
79457,lovage,2
79464,"love feast",2
79488,lovebird,2
79492,loveless,2
79508,"loving cup",2
79511,lovingness,2
79524,"low frequency",2
79555,low-cut,2
79556,low-density,2
79569,low-lying,2
79572,low-pitched,2
79579,low-set,2
79589,"low-water mark",2
79595,lowbrow,2
79616,"lower limit",2
79633,lowercase,2
79639,lowest,2
79641,lowland,2
79650,lowliness,2
79653,lowry,2
79655,lox,2
79666,"loxostege similalis",2
79676,lozenge,2
79688,luba,2
79689,lubavitch,2
79692,lubber,2
79698,lubberly,2
79700,lube,2
79710,lubrication,2
79712,lubricious,2
79718,luce,2
79724,lucidity,2
79751,lucknow,2
79753,"lucky dip",2
79757,lucre,2
79762,lucubration,2
79773,luddite,2
79777,ludicrous,2
79789,luffa,2
79797,luge,2
79798,luger,2
79823,luke,2
79824,lukewarm,2
79826,lukewarmness,2
67481,imagine,2
67482,imaging,2
67484,imago,2
67490,imbalance,2
67493,imbecile,2
67495,imbecility,2
67500,imbibition,2
67504,imbroglio,2
67517,imitator,2
67519,"immaculate conception",2
67525,immanent,2
67529,immateriality,2
67535,immeasurable,2
67536,immeasurably,2
67545,immediateness,2
67559,immigration,2
67570,immobile,2
67571,immobilisation,2
67573,immobility,2
67574,immobilization,2
67578,immoderately,2
67581,immodest,2
67583,immodesty,2
67586,immoral,2
67587,immorality,2
67590,immortalise,2
67591,immortality,2
67592,immortalize,2
67597,immovable,2
67612,immunise,2
67616,immunize,2
67651,immunosuppressive,2
67659,immutable,2
67665,imp,2
67672,impair,2
67673,impaired,2
67678,impale,2
67683,impanel,2
67687,impartial,2
67692,impasse,2
67694,impassive,2
67701,impatient,2
67706,impeccability,2
67707,impeccable,2
67713,impede,2
67715,impediment,2
67716,impedimenta,2
67718,impel,2
67728,impenetrability,2
67733,impenitent,2
67739,imperativeness,2
67765,imperialist,2
67773,imperishable,2
67776,imperium,2
67779,impermanent,2
67784,impermissible,2
67786,impersonal,2
67787,impersonally,2
67803,impetuous,2
67806,impetus,2
67808,impinge,2
67810,impingement,2
67812,impious,2
67828,implementation,2
67831,implicate,2
67836,implicit,2
67838,implicitly,2
67846,implosion,2
67853,imponderable,2
67858,importance,2
67861,importantly,2
67862,importation,2
67873,imposing,2
67875,imposition,2
67876,impossibility,2
67881,impost,2
67885,impotence,2
67886,impotency,2
67887,impotent,2
67889,impound,2
67892,impoverish,2
67893,impoverished,2
67894,impoverishment,2
67899,impractical,2
67902,imprecate,2
67903,imprecation,2
67920,impressionist,2
67921,impressionistic,2
67922,impressive,2
67925,impressiveness,2
67930,imprison,2
67944,improve,2
67947,improver,2
67949,improvident,2
67953,improvise,2
67958,imprudent,2
67960,impudence,2
67961,impudent,2
67971,impulsion,2
67978,impurity,2
67980,imputation,2
67981,impute,2
67997,"in advance",2
68004,"in any case",2
68014,"in common",2
68027,"in effect",2
68080,"in perpetuity",2
68114,"in the beginning",2
68116,"in the end",2
68117,"in the first place",2
68119,"in the lead",2
68120,"in the least",2
68122,"in the main",2
68139,"in use",2
68141,"in vacuo",2
68143,"in vitro",2
68144,"in vivo",2
68146,"in writing",2
68152,in-fighting,2
68161,inability,2
68163,inaccessible,2
68171,inactivate,2
68172,inactivation,2
68174,inactiveness,2
68177,inadequate,2
68182,inadvertence,2
68187,inadvisable,2
68190,inalienable,2
68199,inanition,2
68207,inappropriate,2
68209,inappropriateness,2
68216,inarticulately,2
68219,inattentive,2
68221,inattentiveness,2
68230,inauguration,2
68237,inborn,2
68241,inbred,2
68246,incalculable,2
68248,incan,2
68249,incandesce,2
68250,incandescence,2
68251,incandescent,2
68254,incapability,2
68256,incapableness,2
68257,incapacitate,2
68260,incapacity,2
68270,incautious,2
68277,"incense cedar",2
68281,incentive,2
68292,incessantly,2
68295,incestuous,2
68300,inchoative,2
68302,inchon,2
68304,incidence,2
68310,incidentally,2
68312,incinerate,2
68320,incision,2
68321,incisive,2
68322,incisively,2
68327,incitation,2
68333,inclemency,2
68334,inclement,2
68345,inclose,2
68346,inclosure,2
68354,incognito,2
68359,incoherence,2
68360,incoherency,2
68371,incommensurable,2
68379,incommutable,2
68385,incompetence,2
68391,incomplete,2
68397,incomprehensible,2
68416,inconsequence,2
68418,inconsequential,2
68422,inconsiderate,2
68426,inconsistency,2
68433,inconstancy,2
68435,incontestable,2
68437,incontinence,2
68441,incontrovertible,2
68446,inconvenient,2
68449,inconvertible,2
68458,incorrectly,2
68459,incorrectness,2
68460,incorrigible,2
68462,incorrupt,2
68470,increasing,2
68476,incredibly,2
68480,increment,2
68483,incriminate,2
68490,incubate,2
68508,incur,2
68509,incurability,2
68512,incurably,2
68519,incurvation,2
68526,indebted,2
68527,indebtedness,2
68528,indecency,2
68532,indecipherable,2
68533,indecision,2
68535,indecisively,2
68536,indecisiveness,2
68537,indecorous,2
68540,indecorum,2
68541,indeed,2
68548,indefinable,2
68549,indefinite,2
68560,indelicacy,2
68562,indemnification,2
68563,indemnify,2
68581,independently,2
68586,indestructible,2
68587,indeterminable,2
68598,"index fund",2
68619,"indian bean",2
68649,"indian mallow",2
68651,"indian millet",2
68654,"indian mustard",2
68657,"indian paint",2
68658,"indian paintbrush",2
68660,"indian pink",2
68663,"indian poke",2
68665,"indian potato",2
68674,"indian rhubarb",2
68684,"indian tobacco",2
68687,indiana,2
68691,indicant,2
68704,indictment,2
68756,indirection,2
68759,indiscernible,2
68765,indiscretion,2
68766,indiscriminate,2
68767,indiscriminately,2
68773,indisposed,2
68774,indisposition,2
68776,indisputable,2
68777,indissoluble,2
68782,indistinguishable,2
68788,individualise,2
68791,individualist,2
68792,individualistic,2
68794,individuality,2
68796,individualize,2
68799,individuate,2
68800,individuation,2
68803,indo-aryan,2
68819,indolent,2
68828,indoor,2
68833,indorser,2
68847,inducement,2
68848,inducer,2
68852,inductance,2
68854,inductee,2
68875,indus,2
68899,industrialise,2
68904,industrialize,2
68907,industrious,2
68913,indweller,2
68918,inebriation,2
68921,ineffable,2
68935,inefficient,2
68944,ineligible,2
68950,ineptitude,2
68951,ineptly,2
68952,ineptness,2
68963,inertia,2
68982,inevitably,2
68987,inexcusable,2
68988,inexcusably,2
68989,inexhaustible,2
68992,inexorable,2
68997,inexpedient,2
69000,inexpensively,2
69029,infamy,2
69030,infancy,2
69040,infanticide,2
69046,infantilism,2
69066,infective,2
69068,infelicitous,2
69099,"infernal region",2
69105,infestation,2
69111,infiltration,2
69112,infiltrator,2
69114,infinitely,2
69116,infinitesimal,2
69120,infinitude,2
69122,infirm,2
69133,inflammatory,2
69139,inflated,2
69147,inflect,2
69148,inflected,2
69154,inflexibility,2
69161,infliximab,2
69162,inflorescence,2
69178,informality,2
69179,informally,2
69180,informant,2
69206,informing,2
69214,infrangible,2
69226,infrastructure,2
69231,infringe,2
69232,infringement,2
69249,inge,2
69253,ingeniousness,2
69255,ingenuity,2
69256,ingenuous,2
69258,ingenuousness,2
69261,ingest,2
69265,inglorious,2
69271,ingrain,2
69276,ingratiating,2
69279,ingratiatory,2
69283,ingress,2
69284,ingrian,2
69305,inhalation,2
69312,inhalator,2
69313,inhale,2
69316,inharmonious,2
69322,inherent,2
69344,inhospitable,2
69345,inhospitableness,2
69348,inhuman,2
69353,inhumanity,2
69364,iniquity,2
69370,initialise,2
69371,initialism,2
69373,initialize,2
69387,injudiciousness,2
69389,injunction,2
69391,injured,2
69397,injustice,2
69405,inka,2
69415,inkstand,2
69423,inland,2
69429,inlet,2
69434,inmost,2
69452,innermost,2
69454,innervate,2
69455,innervation,2
69467,innocently,2
69476,innovative,2
69494,inoffensive,2
69496,inoperable,2
69504,inorganic,2
69509,inosculate,2
69515,inpouring,2
69527,inquiring,2
69531,inquisition,2
69532,inquisitive,2
69535,inquisitor,2
69539,inroad,2
69545,insane,2
69547,insanely,2
69553,insatiably,2
69556,inscribed,2
69563,insect,2
69575,insectivore,2
69578,insecurely,2
69580,insecurity,2
69581,inseminate,2
69582,insemination,2
69583,insensate,2
69585,insensibility,2
69588,insensitive,2
69597,insertion,2
69608,"inside out",2
69610,"inside track",2
69617,insidiousness,2
69625,insignificantly,2
69629,insinuate,2
69632,insinuation,2
69633,insipid,2
69634,insipidity,2
69636,insipidness,2
69639,insistency,2
69640,insistent,2
69648,insolence,2
69649,insolent,2
69651,insolubility,2
69655,insolvent,2
69657,insomniac,2
69665,inspector,2
69681,inspissation,2
69698,instancy,2
69706,instantiate,2
69708,instantly,2
69711,instead,2
69712,instep,2
69714,instigate,2
69715,instigation,2
69717,instigator,2
69720,instillation,2
69725,instinct,2
69731,institutional,2
69733,institutionalised,2
69735,institutionalized,2
69757,instrumental,2
69759,"instrumental music",2
69766,insubordinate,2
69767,insubordination,2
69769,insubstantiality,2
69771,insufferable,2
69772,insufferably,2
69777,insufflation,2
69782,insulate,2
69788,"insulin shock",2
69794,insultingly,2
69795,insuperable,2
69812,insured,2
69818,insurmountable,2
69827,intaglio,2
69848,integrative,2
69850,integrity,2
69880,intelligible,2
69886,intemperateness,2
69888,intended,2
69890,intensely,2
69891,intensification,2
69907,intentional,2
69919,interaction,2
69921,interactive,2
69930,interbreeding,2
69940,interception,2
69942,intercession,2
69946,interchangeable,2
69953,intercommunicate,2
69957,interconnect,2
69958,interconnected,2
69960,interconnection,2
69963,intercostal,2
69967,intercourse,2
69970,interdepartmental,2
69977,interdiction,2
69985,interested,2
69995,interfere,2
70003,interim,2
70008,"interior decoration",2
70016,"interior secretary",2
70020,interjection,2
70021,interlace,2
70035,interlink,2
70040,interlocutor,2
70046,intermarriage,2
70059,intermeshed,2
70064,intermission,2
70151,internationalise,2
70152,internationalism,2
70157,internationalize,2
70160,internecine,2
70179,interpellation,2
70180,interpenetrate,2
70181,interpenetration,2
70193,interpolate,2
70196,interposition,2
70210,interracial,2
70215,interrelate,2
70220,interrogate,2
70226,interrogatively,2
70228,interrogatory,2
70230,interrupted,2
70242,intersexual,2
70246,intersperse,2
70248,interstate,2
70254,interstice,2
70284,"intestinal artery",2
70300,intimately,2
70301,intimation,2
70302,intimidate,2
70310,intolerance,2
70311,intolerant,2
70312,intolerantly,2
70313,intonate,2
70320,intoxicated,2
70321,intoxicating,2
70355,intransitive,2
70392,intriguing,2
70393,intrinsic,2
70398,intro,2
70404,introject,2
70406,introjection,2
70433,intuition,2
70436,intuitive,2
70439,intumesce,2
70440,intumescence,2
70441,intumescency,2
70444,intussusception,2
70451,inundate,2
70453,inundation,2
70461,invaginate,2
70462,invagination,2
70475,invariability,2
70476,invariable,2
70479,invariance,2
70486,inveigh,2
70488,invent,2
70514,invertebrate,2
70516,inverted,2
70523,investigate,2
70525,investigation,2
70530,investiture,2
70542,inveterate,2
70552,invigoration,2
70559,inviolate,2
70562,invisible,2
70566,invitation,2
70575,invoice,2
70581,involuntary,2
70584,involute,2
70590,invulnerability,2
70597,inwards,2
70600,io,2
70611,iodine,2
70614,iodise,2
70616,iodize,2
70621,iodoform,2
70645,ionisation,2
70646,ionise,2
70648,ionization,2
70651,ionize,2
70661,iota,2
70667,ioway,2
70698,ir,2
70702,iraki,2
70713,iraqi,2
70721,irascible,2
70724,ire,2
70726,ireland,2
70742,iridescent,2
70743,iridic,2
70808,"iron age",2
70809,"iron blue",2
70832,"iron oak",2
70834,"iron out",2
70841,iron-gray,2
70842,iron-grey,2
70847,ironic,2
70848,ironical,2
70849,ironically,2
70850,ironing,2
70855,ironmonger,2
70872,iroquois,2
70889,irredeemable,2
70920,irresistible,2
70927,irresolution,2
70935,irreverence,2
70937,irreverently,2
70948,irrigate,2
70949,irrigation,2
70954,irritably,2
70971,irving,2
70992,isaiah,2
71016,ishmael,2
71024,islam,2
71034,"islamic group",2
71036,"islamic jihad",2
71047,islamise,2
71048,islamism,2
71049,islamist,2
71050,islamize,2
71052,island,2
71060,islay,2
71071,ismaili,2
71088,isoclinal,2
71114,isolationist,2
71123,isomerise,2
71126,isomerize,2
71172,israel,2
71176,israeli,2
71179,israelite,2
71191,isthmus,2
71246,itchy,2
71251,itemise,2
71253,itemize,2
71254,iterate,2
71256,iterative,2
71258,ithaca,2
71262,itinerant,2
71285,ives,2
71288,ivory,2
71301,ivp,2
71314,"iwo jima",2
71316,ix,2
71342,j,2
71360,jabber,2
71369,jaboticaba,2
71387,"jack oak",2
71388,"jack of all trades",2
71400,jack-in-the-pulpit,2
71401,jack-o'-lantern,2
71407,jackass,2
71415,jackfruit,2
71423,jacklight,2
71424,jackpot,2
71425,jackrabbit,2
71429,jacksnipe,2
71433,jacksonian,2
71436,jackstones,2
71439,jacob,2
71442,"jacob's ladder",2
71445,jacobean,2
71494,jaded,2
71511,jagged,2
71518,jaggy,2
71528,jail,2
71539,jainism,2
71540,jainist,2
71559,jalapeno,2
71562,jalousie,2
71567,jamaica,2
71573,"jamaica quassia",2
71577,jamaican,2
71585,jamberry,2
71669,"james river",2
71683,jamesian,2
71715,jangle,2
71719,janissary,2
71727,"january 20",2
71766,"japanese flowering cherry",2
71779,"japanese maple",2
71784,"japanese oak",2
71805,"japanese varnish tree",2
71812,japonica,2
71846,jaundiced,2
71847,jaunt,2
71849,jauntiness,2
71851,jaunty,2
71859,javan,2
71863,javelin,2
71869,jawbone,2
71870,jawbreaker,2
71877,jay,2
71893,jazzy,2
71896,jealous,2
71897,jealously,2
71898,jealousy,2
71952,jeer,2
71954,jeering,2
71961,jeffersonian,2
71965,jehovah,2
71973,jejunity,2
71983,jellify,2
71991,jellyfish,2
72002,jenny,2
72009,jeopardize,2
72015,jeremiah,2
72026,jerkily,2
72029,jerking,2
72033,jeroboam,2
72078,jesuit,2
72103,jetsam,2
72105,jettison,2
72123,jeweler,2
72128,jeweller,2
72137,jewfish,2
72151,jezebel,2
72167,jiggle,2
72168,jigsaw,2
72174,jilt,2
72178,"jim crow",2
72182,jimdandy,2
72185,jimhickey,2
72188,jimmy,2
72206,jingoism,2
72222,jitter,2
72223,jitterbug,2
72227,jittery,2
72229,jive,2
72257,jock,2
72267,jocosity,2
72269,jocular,2
72283,"joe-pye weed",2
72284,joel,2
72311,"johann strauss",2
72367,"john doe",2
72393,"john hancock",2
72487,"john trumbull",2
72518,johnny-jump-up,2
72521,"johns hopkins",2
72532,joined,2
72533,joiner,2
72534,joinery,2
72555,jointly,2
72556,jointure,2
72563,jokingly,2
72566,joliot-curie,2
72579,jolted,2
72598,jonquil,2
72601,jook,2
72604,joplin,2
72606,jordan,2
72607,"jordan almond",2
72612,jordanian,2
72672,joshua,2
72691,joule,2
72692,jounce,2
72697,journalism,2
72698,journalist,2
72707,joust,2
72710,joviality,2
72712,jovian,2
72715,jowl,2
72720,joyful,2
72729,joyride,2
72730,joystick,2
72743,jubilant,2
72745,jubilate,2
72750,judah,2
72751,judaic,2
72754,judaism,2
72760,jude,2
72765,"judge advocate",2
72807,judicially,2
72808,judiciary,2
72811,judiciousness,2
72812,judith,2
72826,jugglery,2
72827,juggling,2
72843,juiceless,2
72844,juicer,2
72848,juju,2
72852,juke,2
72864,julian,2
72898,"jump off",2
72901,"jump rope",2
72904,"jump suit",2
72911,jumping,2
72925,jumpy,2
72954,juneberry,2
72959,jungian,2
72984,juniper,2
73014,junkie,2
73015,junky,2
73024,jupiter,2
73033,jurassic,2
73035,juridic,2
73036,juridical,2
73037,jurisdiction,2
73039,jurisprudence,2
73042,jurist,2
73045,jury,2
73074,justiciary,2
73078,justificative,2
73079,justificatory,2
73088,justly,2
73089,justness,2
73092,jute,2
73094,jutland,2
73095,jutting,2
73109,juvenility,2
73112,juxtaposition,2
73129,kabala,2
73130,kabbala,2
73131,kabbalah,2
73132,kabbalism,2
73133,kabbalist,2
73146,kaffir,2
73147,"kaffir boom",2
73153,kafir,2
73157,kafkaesque,2
73159,kaftan,2
73168,kail,2
73179,kaki,2
73196,kaleidoscope,2
73200,kali,2
73203,kalimantan,2
73207,kalka,2
73235,kamia,2
73236,kamikaze,2
73241,kampuchean,2
73248,kanarese,2
73264,"kangaroo mouse",2
73266,"kangaroo rat",2
73272,kansa,2
73275,"kansas city",2
73292,kapok,2
73305,karakalpak,2
73317,karelian,2
73357,karok,2
73382,kassite,2
73387,katabolic,2
73390,katar,2
73392,katari,2
73402,katharsis,2
73420,katzenjammer,2
73440,kayak,2
73441,kayo,2
73447,kazakhstani,2
73450,kazan,2
73466,kechuan,2
73479,keen-sighted,2
73496,"keep off",2
73508,"keep out",2
73513,"keep to oneself",2
73516,keeper,2
73523,keg,2
73530,kekchi,2
73540,kelpie,2
73545,kelvin,2
73551,ken,2
73556,kenaf,2
73571,kennedy,2
73575,kennel,2
37013,"dirty word",2
37019,disa,2
37026,disable,2
37027,disabled,2
37029,disabling,2
37035,disadvantage,2
37041,disaffection,2
37044,disagree,2
37049,disagreeableness,2
37064,disappointment,2
37067,disapprove,2
37073,disarming,2
37074,disarrange,2
37083,disassociation,2
37092,disband,2
37096,disbelief,2
37100,disbud,2
37102,disbursal,2
37104,disbursement,2
37128,discerp,2
37144,disciplined,2
37145,disclaim,2
37146,disclaimer,2
37148,disclose,2
37161,discoloration,2
37165,discolouration,2
37167,discombobulate,2
37171,discomfited,2
37173,discomfort,2
37177,discomposure,2
37181,disconcert,2
37187,disconfirming,2
37192,disconsolate,2
37205,discontinuous,2
37207,discordance,2
37208,discordant,2
37216,"discount rate",2
37218,discountenance,2
37221,discouraged,2
37223,discouraging,2
37226,discourteous,2
37233,discoverer,2
37239,discredited,2
37242,discreetness,2
37243,discrepancy,2
37249,discretionary,2
37253,discriminating,2
37254,discrimination,2
37255,discriminative,2
37259,discursive,2
37262,discus,2
37263,discuss,2
37265,discussion,2
37268,disdainful,2
37269,disdainfully,2
37297,disengagement,2
37305,disesteem,2
37308,disfiguration,2
37311,disfigurement,2
37319,disgorge,2
37323,disgraceful,2
37337,disgustingness,2
37341,"dish out",2
37357,disheartenment,2
37363,dishonest,2
37365,dishonesty,2
37367,dishonorable,2
37380,dishwasher,2
37388,disillusion,2
37394,disinclination,2
37398,disinfectant,2
37424,disjoin,2
37431,disjunction,2
37458,dislocate,2
37465,disloyal,2
37469,dismally,2
37477,dismember,2
37483,dismission,2
37484,dismissive,2
37485,dismount,2
37488,disobedience,2
37489,disobedient,2
37492,disoblige,2
37500,disorganisation,2
37503,disorganization,2
37510,disorientation,2
37511,disoriented,2
37513,disown,2
37517,disparagement,2
37521,disparate,2
37532,dispatcher,2
37533,dispel,2
37542,dispenser,2
37554,dispirited,2
37577,displume,2
37578,disport,2
37585,disposed,2
37589,dispossession,2
37592,disproof,2
37595,disproportionate,2
37596,disproportionately,2
37599,disputable,2
37601,disputation,2
37607,disqualification,2
37608,disqualified,2
37609,disqualify,2
37630,disrespectful,2
37644,dissect,2
37649,dissembling,2
37657,dissension,2
37660,dissentient,2
37673,dissimilar,2
37676,dissimilation,2
37683,dissipated,2
37707,dissonate,2
37709,dissuasion,2
37714,distal,2
37722,distasteful,2
37723,distastefully,2
37724,distastefulness,2
37728,distension,2
37729,distention,2
37734,distillation,2
37741,distinctive,2
37744,distinctiveness,2
37748,distinguishable,2
37749,distinguished,2
37759,distorted,2
37763,distract,2
37778,distressing,2
37786,distributer,2
37797,distributively,2
37803,district,2
37822,disunite,2
37842,dithyramb,2
37846,ditto,2
37854,diurnal,2
37859,divagation,2
37863,divaricate,2
37873,divergency,2
37874,divergent,2
37881,diverse,2
37884,diversification,2
37892,diversity,2
37902,divestiture,2
37903,divi-divi,2
37915,divinatory,2
37929,diving,2
37970,divisor,2
37978,divot,2
37986,dixie,2
37998,dj,2
38001,djibouti,2
38003,djiboutian,2
38012,dm,2
38038,"do justice",2
38042,"do up",2
38048,do-nothing,2
38057,dobson,2
38060,doc,2
38080,"doctor of arts",2
38111,doctrinaire,2
38122,documented,2
38124,dodder,2
38136,dodger,2
38139,dodgy,2
38140,dodo,2
38143,doe,2
38146,doeskin,2
38157,"dog fennel",2
38177,"dog tag",2
38198,dogfish,2
38211,doghouse,2
38213,dogleg,2
38215,dogma,2
38219,dogmatise,2
38222,dogmatize,2
38226,dogsled,2
38232,dogwood,2
38244,dol,2
38250,doldrums,2
38251,dole,2
38257,dolichocephalic,2
38272,doll,2
38275,"doll's house",2
38279,"dollar mark",2
38280,"dollar sign",2
38282,dollarfish,2
38284,dollhouse,2
38287,dolman,2
38293,dolomite,2
38301,dolphin,2
38305,dolphinfish,2
38341,domestically,2
38343,domesticated,2
38348,domesticity,2
38352,domiciliate,2
38359,dominated,2
38361,domination,2
38372,dominica,2
38373,dominical,2
38397,"don juan",2
38400,"don quixote",2
38412,donation,2
38414,donatist,2
38421,done,2
38422,"done for",2
38428,dong,2
38432,donkey,2
38435,"donkey engine",2
38446,donor,2
38452,doodia,2
38453,doodle,2
38462,doomsday,2
38468,door-to-door,2
38479,doormat,2
38496,doped,2
38509,doric,2
38513,doris,2
38520,dormancy,2
38524,"dormer window",2
38527,dormitory,2
38546,dorsal,2
38556,dorsum,2
38562,dos,2
38564,dosage,2
38590,dot-com,2
38593,dote,2
38596,dotted,2
38602,dotty,2
38626,"double crochet",2
38627,"double cross",2
38638,"double dutch",2
38640,"double eagle",2
38655,"double negative",2
38662,"double reed",2
38673,"double stitch",2
38681,double-barreled,2
38682,double-barrelled,2
38700,double-dealing,2
38705,double-faced,2
38706,double-geared,2
38726,doubles,2
38732,doubling,2
38734,doubly,2
38738,doubter,2
38741,doubtfulness,2
38743,"doubting thomas",2
38748,dough,2
38749,doughboy,2
38750,doughnut,2
38757,"douglas fir",2
38779,dovetail,2
38815,down-and-out,2
38824,downfield,2
38825,downgrade,2
38831,"downing street",2
38835,downplay,2
38841,downshift,2
38849,downstairs,2
38850,downstream,2
38852,downswing,2
38864,downy,2
38881,dowser,2
38896,doze,2
38898,dozen,2
38907,dr.,2
38921,drachma,2
38927,dracula,2
38930,dracunculus,2
38947,draftsman,2
38956,"drag on",2
38959,"drag out",2
38963,dragger,2
38968,dragnet,2
38997,drake,2
39012,dramatics,2
39014,dramatisation,2
39017,dramatization,2
39024,draped,2
39026,drapery,2
39035,dravidian,2
39039,"draw a bead on",2
39043,"draw away",2
39044,"draw back",2
39048,"draw off",2
39061,drawers,2
39064,"drawing card",2
39072,"drawing room",2
39077,drawl,2
39079,drawn,2
39081,drawn-out,2
39092,dreadfully,2
39104,dreaming,2
39109,dreamy,2
39113,dreary,2
39138,"dress down",2
39176,dribbler,2
39179,dried,2
39184,dried-up,2
39185,drier,2
39194,driftfish,2
39195,drifting,2
39210,drilling,2
39224,drinkable,2
39225,drinker,2
39226,drinking,2
39244,"drip pan",2
39250,drippiness,2
39255,dripstone,2
39257,"drive around",2
39260,"drive home",2
39271,driveller,2
39298,"drogue parachute",2
39300,drollery,2
39326,"drop back",2
39331,"drop cloth",2
39353,drop-kick,2
39364,dropout,2
39382,dross,2
39383,drought,2
39384,drouth,2
39395,drowsy,2
39397,drubbing,2
39436,"drum majorette",2
39448,drumhead,2
39453,drumstick,2
39496,"dry point",2
39498,"dry rot",2
39503,"dry up",2
39505,"dry wall",2
39524,drydock,2
39566,"du maurier",2
39585,dubiously,2
39586,dubiousness,2
39625,ducking,2
39627,duckling,2
39637,ductile,2
